../../compact/data/compact1946.txt,https://www.compact-online.de/keine-satire-englische-polizei-erwaegt-burka-uniformen/,2016-09-11,Max Z. Kowalsky,Highlights
../../compact/data/compact1059.txt,https://www.compact-online.de/berlin-ab-2020-eu-hilfen-nur-fuer-gehorsame-mitglieder/,2017-06-06,Tino Perlick,Internationale Politik
../jungefreiheit/data/3594.txt https://phinau.de/jf-archiv/archiv00/500yy08.htm 2000-12-08 None None
../jungefreiheit/data/1954.txt https://phinau.de/jf-archiv/archiv00/180yy07.htm 2000-04-28 None None
../jungefreiheit/data/4132.txt https://phinau.de/jf-archiv/archiv03/023yy44.htm 2003-01-03 None None
../jungefreiheit/data/1780.txt https://phinau.de/jf-archiv/archiv00/140yy38.htm 2000-03-31 None None
../../compact/data/compact3862.txt,https://www.compact-online.de/erdogan-lass-soner-yalcin-frei/,2012-11-16,Jürgen Elsässer,Aktuell
../jungefreiheit/data/4775.txt https://phinau.de/jf-archiv/archiv05/200507021124.htm 2005-02-11 None None
../jungefreiheit/data/6704.txt https://phinau.de/jf-archiv/archiv10/201006020535.htm 2010-02-05 None None
../../compact/data/compact266.txt,https://www.compact-online.de/bjoern-hoecke-die-rede-auf-der-compact-konferenz-2017-video/,2017-11-27,COMPACT-TV,COMPACT TV
../jungefreiheit/data/3581.txt https://phinau.de/jf-archiv/archiv00/490yy47.htm 2000-12-01 None None
../../compact/data/compact1280.txt,https://www.compact-online.de/zwei-is-anschlaege-auf-christliche-kirchen-in-aegypten/,2017-04-09,Esmiralda Sturm,Internationale Politik
../../compact/data/compact2628.txt,https://www.compact-online.de/compact-direkt-vom-treffen-der-nato-verteidigungsminister-in-bruessel-10-und-11-februar/,2016-02-11,Salwa Amin,Internationale Politik
../zuerst/articles/1412_Umfrage-bestätigt-Putin:-Russe.txt http://zuerst.de/2017/06/25/umfrage-bestaetigt-putin-russen-sehen-ihr-land-auf-dem-richtigen-weg/ 2017-06-25 None International
../../compact/data/compact2638.txt,https://www.compact-online.de/10-maerz-magdeburg-juergen-elsaesser-spricht-auf-grossveranstaltung-afd-vor-dem-durchbruch-die-bessere-kanzlerin-ist-frauke-petry/,2016-02-10,Terminankündigung,Allgemein
../jungefreiheit/data/5042.txt https://phinau.de/jf-archiv/archiv05/200511031111.htm 2005-03-11 None None
../jungefreiheit/data/1190.txt https://phinau.de/jf-archiv/archiv99/239yy32.htm 1999-06-04 None None
../jungefreiheit/data/9302.txt https://phinau.de/jf-archiv/archiv15/201502010218.htm 2015-01-02 None None
../jungefreiheit/data/4869.txt https://phinau.de/jf-archiv/archiv05/200508021846.htm 2005-02-18 None None
../../compact/data/compact1867.txt,https://www.compact-online.de/pflegeversicherung-menschen-mit-handicap-koennten-kuenftig-wohnstaette-verlieren/,2016-10-06,Esmiralda Sturm,Innenpolitik
../jungefreiheit/data/6363.txt https://phinau.de/jf-archiv/archiv10/201001010109.htm 2010-01-01 None None
../jungefreiheit/data/2704.txt https://phinau.de/jf-archiv/archiv00/330yy20.htm 2000-08-11 None None
../jungefreiheit/data/7106.txt https://phinau.de/jf-archiv/archiv11/201102010720.htm 2011-01-07 None None
../jungefreiheit/data/4795.txt https://phinau.de/jf-archiv/archiv05/200507021144.htm 2005-02-11 None None
../jungefreiheit/data/6192.txt https://phinau.de/jf-archiv/archiv08/200807020853.htm 2008-02-08 None None
